REFERENCIA;STOCK;PRECIO;IVA;PROSPECTO;EAN13;DESCRIPCION;PC;FAMILIA;CATEGORIA;SUBCATEGORIA;LABORATORIO;PVP2;UBICACION
555322;0;2.99;3;;8058253232565;LOVREN HAIR COLLAGEN REPAIR SPRAY 10ML;2.21;Parafarmacia;;;;0.00;
555326;0;27.90;2;;8437025981281;ARTICARE GO&START;15.22;Productos Varios;;;;0.00;
555398;1;18.95;2;;8436044514098;L-CARNITINA DRASANVI;10.47;Dietética;;;;0.00;
555411;0;14.95;3;;8001090715821;VENUS GILLETE;7.45;Productos Varios;;;;0.00;
555415;4;2.99;3;;8058253230318;LOVREN LAPIZ OJOS AZUL;1.66;Parafarmacia;;;;0.00;
555416;3;8.95;2;;5420008558115;AROMABOOST ROLL ON DIET;4.02;Productos Varios;;;;0.00;
555417;0;8.95;3;;5420008558054;AROMABOOST ROLL ON SLEEP;4.02;Productos Varios;;;;0.00;
555418;2;8.95;3;;5420008558092;AROMABOOST ROLL ON ENERGY;4.02;Productos Varios;;;;0.00;
555419;4;8.95;3;;5420008558108;AROMABOOST ROLL ON FOCUS;4.02;Productos Varios;;;;0.00;
555420;3;8.95;3;;5420008558085;AROMABOOST ROLL ON IMMUNITY;4.02;Productos Varios;;;;0.00;
555421;0;9.95;3;;5420008558078;AROMABOOST ROLL ON RELAX;4.02;Productos Varios;;;;0.00;
555422;0;37.32;2;;4260363482035;WHEY PROTEIN STRAWBERRY;22.83;Dietética;;;;0.00;
555426;12;2.99;3;;8058253230325;LOVREN LAPIZ OJOS MARRON;1.66;Parafarmacia;;;;0.00;
555441;8;6.99;3;;8058253239731;LOVREN LAPIZ LONG LASTING BORGOGNA;3.88;Parafarmacia;;;;0.00;
555471;7;3.70;1;;3574660239881;OB DIGITAL PROCOMFORT SUPER 16U;2.15;Parafarmacia;;;;0.00;
555474;0;37.32;2;;4260363487467;VEGAN PROTEIN CHOCOLATO;22.83;Dietética;;;;0.00;
555477;0;10.95;3;;5407008640651;BALSAMO CONSUELDA MAYOR ECO 50ML;5.33;Productos Varios;;;;0.00;
555478;1;19.95;3;;8050538342105;SUN SPRAY SOLAR 50+ KIDS;9.25;Dermofarmacia;;;ITALICA PHARMA;0.00;
555485;1;20.95;3;;8050538343171;SUN FLUIDO FACIAL ANTIMANCHAS 50+;9.73;Dermofarmacia;;;ITALICA PHARMA;0.00;
555522;0;37.32;2;;4260701927143;WHEY PROTEIN CHOCOLATE FLAVOUR;22.83;Dietética;;;;0.00;
555528;12;15.95;3;;5420008522833;SPRAY CUERPO CITRONELA+BIO 75ML;7.63;Parafarmacia;;;;0.00;
555530;0;2.95;3;;8436558880658;TOFFEE ESMALTE MIA;0.00;Productos Varios;;;;0.00;
555531;0;7.95;3;;;MAGENTA ESMALTE MIA;0.00;Productos Varios;;;;0.00;
555532;0;2.95;3;;8436558880085;BALLERINA PINK ESMALTE MIA;0.00;Productos Varios;;;;0.00;
555541;9;3.99;3;;8058253236846;LOVREN PV3 PARCHES OJOS LIFT-UP EFFECT;2.21;Parafarmacia;;;;0.00;
555544;0;36.95;2;;4260701926689;SHAPE SHAKE STRAWBERRY FLAVOUR;22.01;Dietética;;;;0.00;
555545;0;36.95;2;;4260701920731;VEGAN SHAPE VAINILLA;22.01;Productos Varios;;;;0.00;
555558;0;54.90;2;;8436589052628;DUPLO SUNCARE CAPSULAS 24;28.94;Productos Varios;;;MARTIDERM, S.L.;0.00;
555569;4;6.99;3;;8058253231049;LOVREN BARRA LABIOS LIQUID ROSA NOTTE;3.88;Parafarmacia;;;;0.00;
555577;0;71.95;3;;8436589053120;NAVIDAD SUBLIME + SKIN COMPLEX ADVANCED;36.35;Dermofarmacia;;;;0.00;
555578;0;28.50;2;;;DUPLO CABELLO Y UÑAS LEGANITOS;14.55;Productos Varios;;;ITALICA PHARMA;0.00;
555584;4;20.50;3;;5420008558849;PRANAROM SLEEP SPRAY BIO;10.22;Productos Varios;;;;0.00;
555585;6;12.00;3;;5420008558832;PRANAROM ENERGY SPRAY BIO ;5.45;Productos Varios;;;;0.00;
555587;5;16.60;3;;8437006921480;GEL ALOE VERA DRASANVI;7.78;Dietética;;;;0.00;
555596;2;10.95;3;;8435704700062;PACK X 2 CREMA DE MANOS LEGANITOS;4.61;Productos Varios;;;ITALICA PHARMA;0.00;
555632;3;26.90;1;;8437025981205;STRESS OFF;14.68;Dietética;;;;0.00;
555666;11;3.99;3;;8058253230998;LOVREN EYELINER NEGRO INTENSO;2.21;Parafarmacia;;;;0.00;
555698;6;15.95;2;;3701437100079;LOCION TTO FLASH PRANAROM;9.48;Parafarmacia;;;;0.00;
555741;0;3.50;2;;4260701920427;PROTEIN CREAM SAMPLE CARAMEL;0.00;Dietética;;;;0.00;
555745;1;117.60;2;;8437021807325;TRIPLO MEN OLISTIC;73.29;Dietética;;;;0.00;
555811;0;19.95;3;;8050538342150;SUN SPRAY SOLAR 50+;9.73;Dermofarmacia;;;ITALICA PHARMA;0.00;
555822;0;19.95;3;;8050538342464;SUN SPRAY TRANSPARENTE 50+;9.25;Productos Varios;;;ITALICA PHARMA;0.00;
555824;4;14.15;2;;8436044514104;TE VERDE DRASANVI;7.50;Dietética;;;;0.00;-    
555827;0;26.95;3;;8050538342044;CONTORNO DE OJOS GLOBAL PEPTIDOS;13.35;Productos Varios;;;ITALICA PHARMA;0.00;
555865;15;10.95;2;;5420008555008;AROMAFORCE JARABE RAVINTSARA MIEL;6.10;Dietética;;;;0.00;
555869;0;11.95;2;;8436044513855;COLA DE CABALLO DRASANVI;6.35;Dietética;;;;0.00;
555871;0;4.15;3;;8412122051303;PULIDOR DE UÑAS BETTER;1.12;Parafarmacia;;;;0.00;
555872;0;2.90;3;;8412122051242;LIMA FIBRA DE VIDIRO;1.12;Parafarmacia;;;;0.00;
555874;0;52.00;3;;818625026622;TOTAL MOISTURE DAILY FACIAL CREAM;25.90;Dermofarmacia;;;;0.00;
555875;0;12.95;2;;8050538341191;VITAMINAS Y MINERALES ENERGIA ITALICA P.;6.20;Productos Varios;;;ITALICA PHARMA;0.00;
555877;0;16.95;3;;8050538342143;SUN CREMA FACIAL 30+;7.87;Dermofarmacia;;;ITALICA PHARMA;0.00;
555885;4;6.99;3;;;LOVREN BARRA LABIOS ROSA NOTE;3.88;Parafarmacia;;;;0.00;
555889;3;6.99;3;;;LOVREN BARRA LABIOS ROSO INTENSO;3.88;Parafarmacia;;;;0.00;
555896;0;29.95;3;;8435704700093;DUPLO 50% SPRAY+FLUIDO MATE;13.44;Dermofarmacia;;;ITALICA PHARMA;0.00;
555897;4;30.95;3;;8435704700086;DUPLO CORPORAL+CREMA FACIAL;14.00;Dermofarmacia;;;;0.00;
555898;0;17.95;3;;8050538343164;SUN FLUIDO FACIAL MATT 50;8.33;Dermofarmacia;;;ITALICA PHARMA;0.00;
555899;0;19.95;3;;8050538342471;SUN SPRAY TRANSPARENTE 30;9.26;Dermofarmacia;;;ITALICA PHARMA;0.00;
555966;7;6.99;3;;8058253231056;LOVREN BARRA LABIOS LIQUID ROSSO INTENSO;0.00;Parafarmacia;;;;0.00;
555968;1;79.90;2;;8437025981250;TYROENERGY 180 CAPS;41.41;Productos Varios;;;;0.00;
555985;0;14.95;3;;5420008525209;ACEITE DE MASAJE ARTI Y MUSC PRANAROM;7.07;Parafarmacia;;;;0.00;
555986;0;18.95;3;;8429420194748;PACK UREADIN LOTION 10 400ML+200ML;9.38;Dermofarmacia;;;;0.00;
555987;-1;7.95;3;;;MINIDESLIA BETER;3.95;Parafarmacia;;;;0.00;
555999;7;2.99;3;;8058253230332;LOVREN LAPIZ OJOS VERDE;1.66;Parafarmacia;;;;0.00;
556321;0;16.95;3;;8050538342457;AFTER SUN 400ML;7.87;Dermofarmacia;;;ITALICA PHARMA;0.00;
556322;0;13.95;3;;8050538342112;AFTER SUN 200ML;6.47;Dermofarmacia;;;ITALICA PHARMA;0.00;
556932;1;9.90;3;;3574661813578;CREMA CONCENTRADA 50ML DUPLO;4.75;Parafarmacia;;;;0.00;
556985;0;11.95;2;;8050538341214;VALENOTTE;6.14;Dietética;;;ITALICA PHARMA;0.00;
557444;0;5.80;1;;3574661610900;OB DIGITAL ORGANIC NORMAL 16 U;3.37;Parafarmacia;;;;0.00;
558263;0;7.95;2;;5425009103555;PROPOLEO CARAMELOS JUNIOR;3.38;Dietética;;;;0.00;
558321;0;4.95;2;;5420008555121;AROMAFORCE CARAMELOS RESPIRACION;2.51;Dietética;;;;0.00;
558325;7;6.95;3;;8412122090210;PINZA DOBLE PUNTA BETER;2.85;Parafarmacia;;;;0.00;
558721;0;13.95;3;;8436540339744;PULSERA IBIZA DEXIN;6.45;Parafarmacia;;;;0.00;
558725;0;19.95;3;;8429420295339;ACNIBEN FACIAL 400ML+REGALO SOLAR;10.40;Parafarmacia;;;;0.00;
558741;2;3.95;3;;8412122050375;LIMAX 6 EN 1 BETER;1.78;Parafarmacia;;;;0.00;
558742;0;1.65;2;;5060088707661;BLUE BERRY MUFFIN 35G;0.98;Dietética;;;;0.00;
558744;0;36.95;2;;4260701927099;WHEY PROTEIN VANILLA FLAVOUR;22.01;Dietética;;;;0.00;
558745;0;1.65;2;;5060088706046;PÈANUT DELIGHT 35GR;0.98;Dietética;;;;0.00;
558749;36;12.10;2;;5420008559426;AROMAFEMINA OLEOBIOTIC 150MG;4.95;Dietética;;;;0.00;
558888;0;64.95;3;;8436589053113;NAVIDAD EXPRESSION + ABSOLUTE LIFT;33.18;Dermofarmacia;;;;0.00;
558965;2;10.50;3;;5420008518317;ALMENDRA DULCE BIO 50ML;5.20;Parafarmacia;;;;0.00;
558968;0;12.95;2;;5420008596728;ARGAN BIO 50ML;7.68;Parafarmacia;;;;0.00;
559632;0;6.95;3;;8412122030094;CEPILLO DETANGLING ON THE GO;3.44;Parafarmacia;;;;0.00;
559845;0;18.00;3;;;PACKX2 GEL INTIMO CALMANTE;9.51;Parafarmacia;;;ITALICA PHARMA;0.00;
559854;1;9.95;3;;022796671615;CHAMPU SECO BIOTINA Y COLÁGENO;4.84;Parafarmacia;;;;0.00;
559863;0;1.00;2;;5060088708019;SALTED CARAMEL 35GR;0.98;Dietética;;;;0.00;
559865;0;1.65;2;;5060088704783;COCOA DELIGHT 35GR;0.98;Dietética;;;;0.00;
559875;1;13.95;3;;8436540339751;PULSERA NAÚTICA  CITRONELA;6.45;Parafarmacia;;;;0.00;
563214;0;26.95;3;;8429420296671;DUO BABYNATURALS ZN 40 POMADE 100ML;13.59;Dermofarmacia;;;;0.00;
563215;0;14.95;3;;8429420127982;PACK UREADIN PODOS+LOCION10;7.70;Productos Varios;;;;0.00;
565236;3;17.95;3;;5420008528200;AROMAFORCE SPRAY PURIFICADOR 150 ML NARANJA;8.81;Plantas Medicinales;;;;0.00;
565656;26;4.00;3;;887725001013;ELECTROLIT LIMA-LIMON 625 ML;1.83;Dietética;;;;0.00;
565657;45;4.00;3;;887725001006;ELECTROLIT NARANJA;1.83;Dietética;;;;0.00;
565658;21;4.00;3;;887725001020;ELECTROLIT FRESA KIWI;1.83;Dietética;;;;0.00;
565659;24;4.00;3;;887725000993;ELECTROLIT UVA;1.83;Dietética;;;;0.00;
569832;0;11.95;3;;8429420156425;DUO UREADIN HAND CREAM 50ML;5.77;Parafarmacia;;;;0.00;
569854;0;30.95;3;;8429420296664;DUO BABYNATURALS GEL SHAMPOO 750 ML;16.28;Parafarmacia;;;;0.00;
582635;6;11.95;3;;8412122220495;PARCHES PARA OJOS KONJAC COFFEE OCLOCK;6.38;Parafarmacia;;;QUIMICA DE MUNGUIA S.A.;0.00;     
587469;-1;24.95;3;;8429420242647;PACK ACNIBEN BODY 150ML+GEL LIMP 50ML;13.09;Parafarmacia;;;INDUSTRIAL VETERINARIA S.A.;0.00;     
589621;3;19.95;3;;5420008555848;AROMAPIC SPRAY CITRONELA ATMO Y TEJIDOS;10.03;Parafarmacia;;;;0.00;     
598102;7;18.90;2;;8437025981021;VITAMINA D3K2 60 CAP IVW;10.31;Dietética;;;;0.00;
598103;6;14.40;2;;8437025981038;VITA C500 IVW;8.27;Dietética;;;;0.00;
598104;3;21.90;2;;8437025981045;MAGNESIO TOTAL IVW 60 CAPS;12.58;Dietética;;;;0.00;
598105;0;29.90;2;;8437025981052;ZERODOL IVW ;17.17;Dietética;;;;0.00;
598106;2;36.90;2;;;MENOSMASTER 60 CAPS IVB;21.19;Dietética;;;;0.00;
598107;2;39.90;2;;8437025981076;SATISENS 60 CAPSULAS;22.92;Dietética;;;;0.00;
598118;7;54.90;2;;;MAGNESIO TOTAL 180CAPS;31.53;Productos Varios;;;;0.00;
598119;0;24.40;1;;;VITAMINA D3 K2 90 CAPS;13.32;Productos Varios;;;;0.00;
598625;0;15.95;2;;3701145601219;DIGEBIANE SBO;0.00;Productos Varios;;;;0.00;
598632;4;14.95;2;;5407008641320;NOCTIGEM SPRAY;8.93;Parafarmacia;;;;0.00;
605480;2;19.50;2;https://www.aemps.gob.es/cima/pdfs/es/p/73471/P_73471.pdf;8431506054808;OZONEST GEL K 6ML;12.15;Parafarmacia;;;LABORATORIOS AUROBINDO S.L.U.;0.00;     
627467;0;60.95;3;;8700216274678;CEPILLO ELECTRICO DENSIFY 3;33.07;Parafarmacia;;;;0.00;
646445;0;14.50;3;;8429420142756;DUO ISDIN DEO LMB CONTROL FREE;7.82;Dermofarmacia;;;;0.00;
650118;1;14.59;1;https://www.aemps.gob.es/cima/pdfs/es/p/56573/P_56573.pdf;8470009934934;ROSALGIN 500 MG 20 SOBRES GRANULADO PARA SOLUCION VAGINAL;9.61;Especialidades;;;ANGELINI PHARMA ESPAÑA S.L.U.;0.00;SOB- 
650438;0;10.05;1;https://www.aemps.gob.es/cima/pdfs/es/p/66467/P_66467.pdf;8470006504383;TANTUM VERDE 3 MG 20 PASTILLAS PARA CHUPAR (SABOR LIMON);3.07;Especialidades;;;ANGELINI PHARMA ESPAÑA S.L.U.;0.00;EB0-4
651877;1;12.44;1;https://www.aemps.gob.es/cima/pdfs/es/p/51347/P_51347.pdf;8470006518779;ASPIRINA C 400 MG 240 MG 20 COMPRIMIDOS EFERVESCENTES;8.63;Especialidades;;;BAYER HISPANIA S.L.;0.00;MOS-2
652847;1;8.98;1;https://www.aemps.gob.es/cima/pdfs/es/p/67307/P_67307.pdf;8470006528471;UTABON 0,5 MG ML SOLUCION PARA PULVERIZACION NASAL 1 FRASCO;5.91;Especialidades;;;URIACH CONSUMER HEALTHCARE S.L;0.00;GOT-A
653899;1;11.70;1;https://www.aemps.gob.es/cima/pdfs/es/p/46669/P_46669.pdf;8470006538999;BUCOMETASANA 30 COMPRIMIDOS PARA CHUPAR;7.49;Especialidades;;;VIATRIS PHARMACEUTICALS S.L.;0.00;EB0-4
654831;0;6.46;1;https://www.aemps.gob.es/cima/pdfs/es/p/34349/P_34349.pdf;8470006548318;BENADON 300 MG 20 COMPRIMIDOS RECUBIERTOS;4.48;Especialidades;;;TEOFARMA S.R.L.;0.00;
656185;10;8.59;1;https://www.aemps.gob.es/cima/pdfs/es/p/68086/P_68086.pdf;8470006561850;IBUDOL PEDIATRICO 200 MG 20 SOBRES SUSPENSION ORAL 10 ML;3.85;Especialidades;;;KERN PHARMA;0.00;     
656412;10;9.85;1;https://www.aemps.gob.es/cima/pdfs/es/p/68194/P_68194.pdf;8470006564127;IBUDOL 400 MG 20 SOBRES SUSPENSION ORAL 10 ML;5.68;Especialidades;;;KERN PHARMA;0.00;     
656456;16;5.60;1;https://www.aemps.gob.es/cima/pdfs/es/p/68217/P_68217.pdf;8470006564561;ACETILCISTEINA KERN PHARMA EFG 600 MG 20 COMPRIMIDOS EFERVES;1.80;Especialidades;;;KERN PHARMA;0.00;COM-P
658244;0;0.67;1;https://www.aemps.gob.es/cima/pdfs/es/p/68330/P_68330.pdf;8470006582442;PARACETAMOL NORMON EFG 500 MG 20 COMPRIMIDOS;0.32;Especialidades;;;NORMON;0.00;-    
658263;3;6.37;1;https://www.aemps.gob.es/cima/pdfs/es/p/68344/P_68344.pdf;8470006582633;ESPIDIDOL 400 MG 20 SOBRES GRANULADO PARA SOLUCION ORAL (SAB;4.20;Especialidades;;;ZAMBON;0.00;     
659426;0;8.60;1;https://www.aemps.gob.es/cima/pdfs/es/p/69030/P_69030.pdf;8470006594261;VISPRING 500 MICROGRAMOS ML COLIRIO EN SOLUCION 10 MONODOSIS;5.79;Especialidades;;;JNTL CONSUMER HEALTH SPAIN S.L.;0.00;GOT- 
659988;1;7.99;1;https://www.aemps.gob.es/cima/pdfs/es/p/69328/P_69328.pdf;8470006599884;NASALVICKS 0,5 MG ML SOLUCION PARA PULVERIZACION NASAL 1 FRA;4.35;Especialidades;;;LABORATORIOS VICKS, S.L.;0.00;GOT- 
660142;3;8.95;1;https://www.aemps.gob.es/cima/pdfs/es/p/62090/P_62090.pdf;8470006601426;PEPCID 10 MG 12 COMPRIMIDOS RECUBIERTOS;2.84;Especialidades;;;JNTL CONSUMER HEALTH SPAIN S.L.;0.00;COM- 
660479;2;22.67;1;https://www.aemps.gob.es/cima/pdfs/es/p/69577/P_69577.pdf;8470006604793;HEMOAL FORTE POMADA RECTAL 1 TUBO 50 G;12.34;Especialidades;;;RECKITT BENCKISER HEALTHCARE, S.A.;0.00;-    
660481;3;14.42;1;https://www.aemps.gob.es/cima/pdfs/es/p/69578/P_69578.pdf;8470009811679;HEMOAL POMADA RECTAL 1 TUBO 30 G;7.86;Especialidades;;;RECKITT BENCKISER HEALTHCARE, S.A.;0.00;COM-P
661668;0;10.38;1;https://www.aemps.gob.es/cima/pdfs/es/p/70157/P_70157.pdf;8470003553629;FAVE DE FUCA 40 COMPRIMIDOS RECUBIERTOS;7.20;Especialidades;;;URIACH CONSUMER HEALTHCARE S.L;0.00;COM-P
662410;1;4.06;1;https://www.aemps.gob.es/cima/pdfs/es/p/70571/P_70571.pdf;8470006624104;APIRETAL 325 MG 24 COMPRIMIDOS BUCODISPERSABLES;2.81;Especialidades;;;ERN;0.00;COM-P
662882;1;11.70;1;https://www.aemps.gob.es/cima/pdfs/es/p/61935/P_61935.pdf;8470006628829;STREPSILS 24 PASTILLAS PARA CHUPAR (SABOR FRESA);5.24;Especialidades;;;RECKITT BENCKISER HEALTHCARE, S.A.;0.00;     
663031;3;14.41;1;https://www.aemps.gob.es/cima/pdfs/es/p/47889/P_47889.pdf;8470006630310;REFLEX AEROSOL CUTANEO EN SOLUCION 1 FRASCO 130 ML;7.85;Especialidades;;;RECKITT BENCKISER HEALTHCARE, S.A.;0.00;     
664443;1;11.16;1;https://www.aemps.gob.es/cima/pdfs/es/p/71776/P_71776.pdf;8470003011921;PASIFLORA ARKOPHARMA 300 MG 45 CAPSULAS;5.89;Especialidades;;;ARKOPHARMA LABORATORIOS S.A.U.;0.00;AC1-0
664954;0;28.55;1;https://www.aemps.gob.es/cima/pdfs/es/p/71989/P_71989.pdf;8470002713468;COLA DE CABALLO ARKOPHARMA 190 MG 200 CAPSULAS;16.14;Especialidades;;;ARKOPHARMA LABORATORIOS S.A.U.;0.00;-    
665299;1;17.95;1;https://www.aemps.gob.es/cima/pdfs/es/p/42509/P_42509.pdf;8470006652992;MICRALAX CITRATO/LAURIL SULFOACETATO 450 MG/ML + 45 MG/ML SO;8.97;Especialidades;;;JOHNSON & JOHNSON;0.00;SUP-O
665362;1;6.15;1;https://www.aemps.gob.es/cima/pdfs/es/p/72308/P_72308.pdf;8470006653623;CINFAMAR INFANTIL 12,5 MG 12 SOBRES SOLUCION ORAL 5 ML;3.94;Especialidades;;;CINFA S.A.;0.00;     
672294;48;7.94;1;https://www.aemps.gob.es/cima/pdfs/es/p/68517/P_68517.pdf;8470006722947;NUROFEN RAPID 400 MG 20 CAPSULAS BLANDAS;2.55;Especialidades;;;RECKITT BENCKISER HEALTHCARE, S.A.;0.00;     
672648;1;7.15;1;https://www.aemps.gob.es/cima/pdfs/es/p/63318/P_63318.pdf;8470006726488;GELOCATIL 650 MG 12 SOBRES SOLUCION ORAL;4.96;Especialidades;;;FERRER INTERNACIONAL, S.A.;0.00;SOB- 
675820;3;13.26;1;https://www.aemps.gob.es/cima/pdfs/es/p/72938/P_72938.pdf;8470006758205;STREFEN 8,75 MG 16 PASTILLAS PARA CHUPAR (SABOR MIEL Y LIMON;5.94;Especialidades;;;RECKITT BENCKISER HEALTHCARE, S.A.;0.00;EB0-4
676114;0;10.05;1;https://www.aemps.gob.es/cima/pdfs/es/p/63609/P_63609.pdf;8470006761144;TANTUM VERDE 3 MG 20 PASTILLAS PARA CHUPAR (SABOR MENTA);3.07;Especialidades;;;ANGELINI PHARMA ESPAÑA S.L.U.;0.00;EB0-4
676981;0;8.20;1;https://www.aemps.gob.es/cima/pdfs/es/p/61242/P_61242.pdf;8470006769812;RHINOSPRAY ANTIALERGICO 1,18 MG ML + 5,05 MG ML SOLUCION PAR;5.68;Especialidades;;;OPELLA HEALTHCARE SPAIN, S.L.;0.00;GOT-A
677204;0;12.97;1;https://www.aemps.gob.es/cima/pdfs/es/p/73271/P_73271.pdf;8470006772041;ILVIGRIP EXPECTORANTE 10 SOBRES POLVO PARA SOLUCION ORAL;5.42;Especialidades;;;LABORATORIOS VICKS, S.L.;0.00;     
677465;2;6.37;1;https://www.aemps.gob.es/cima/pdfs/es/p/65843/P_65843.pdf;8470006774656;ESPIDIDOL 400 MG 18 COMPRIMIDOS RECUBIERTOS;4.20;Especialidades;;;ZAMBON;0.00;     
680446;0;2.56;1;https://www.aemps.gob.es/cima/pdfs/es/p/74064/P_74064.pdf;8470006804469;ACIDO FUSIDICO ISDIN 20 MG G CREMA 1 TUBO 15 G;1.77;Especialidades;;;ISDIN;0.00;-    
680448;1;5.12;1;https://www.aemps.gob.es/cima/pdfs/es/p/74064/P_74064.pdf;8470006804483;ACIDO FUSIDICO ISDIN 20 MG G CREMA 1 TUBO 30 G;3.55;Especialidades;;;ISDIN;0.00;CRE-M
681528;2;13.50;1;https://www.aemps.gob.es/cima/pdfs/es/p/60954/P_60954.pdf;8470007374787;COULDINA CON ACIDO ACETILSALICILICO 500 MG 2 MG 7,5 MG 20 CO;8.89;Especialidades;;;ALTER;0.00;COM- 
681817;5;13.95;1;https://www.aemps.gob.es/cima/pdfs/es/p/60938/P_60938.pdf;8470006818176;FRENADOL FORTE 10 SOBRES GRANULADO PARA SOLUCION ORAL;6.70;Especialidades;;;JNTL CONSUMER HEALTH SPAIN S.L.;0.00;SOB- 
682096;0;11.65;1;https://www.aemps.gob.es/cima/pdfs/es/p/60920/P_60920.pdf;8470006820964;REACTINE LEVOCABASTINA 0,5 MG/ML COLIRIO EN SUSPENSION 1 FRA;8.07;Especialidades;;;JNTL CONSUMER HEALTH SPAIN S.L.;0.00;GOT- 
682475;0;26.62;1;https://www.aemps.gob.es/cima/pdfs/es/p/74474/P_74474.pdf;8470002711068;GINKGO ARKOPHARMA 180 MG 200 CAPSULAS;13.99;Especialidades;;;ARKOPHARMA LABORATORIOS S.A.U.;0.00;AR0-8
682518;0;11.40;1;https://www.aemps.gob.es/cima/pdfs/es/p/60888/P_60888.pdf;8470006825181;CALMIOX 5 MG/G ESPUMA CUTANEA 1 ENVASE A PRESION 50 G;4.02;Especialidades;;;ESTEVE PHARMACEUTICALS, S.A.;0.00;PAV-6
683748;2;6.99;1;https://www.aemps.gob.es/cima/pdfs/es/p/52738/P_52738.pdf;8470007468349;DOLALGIAL CLONIXINO LISINA 125 MG 20 COMPRIMIDOS RECUBIERTOS;4.85;Especialidades;;;OPELLA HEALTHCARE SPAIN, S.L.;0.00;COM- 
684176;4;10.60;1;https://www.aemps.gob.es/cima/pdfs/es/p/74728/P_74728.pdf;8470006841761;GAVISCON 12 SOBRES SUSPENSION ORAL 10 ML (SABOR MENTA);5.09;Especialidades;;;RECKITT BENCKISER HEALTHCARE, S.A.;0.00;SOB-R
687015;11;9.95;1;https://www.aemps.gob.es/cima/pdfs/es/p/60154/P_60154.pdf;8470006870150;DORMIDINA 12,5 MG 14 COMPRIMIDOS RECUBIERTOS;4.79;Especialidades;;;ESTEVE PHARMACEUTICALS, S.A.;0.00;COM-P
687016;54;9.95;1;https://www.aemps.gob.es/cima/pdfs/es/p/58658/P_58658.pdf;8470006870167;DORMIDINA 25 MG 14 COMPRIMIDOS RECUBIERTOS;5.10;Especialidades;;;ESTEVE PHARMACEUTICALS, S.A.;0.00;COM-P
688032;1;12.15;1;https://www.aemps.gob.es/cima/pdfs/es/p/75509/P_75509.pdf;8470006880326;IBEROGAST GOTAS ORALES EN SOLUCION 1 FRASCO 20 ML;7.39;Especialidades;;;BAYER HISPANIA S.L.;0.00;HOM-E
688104;0;10.95;1;https://www.aemps.gob.es/cima/pdfs/es/p/75546/P_75546.pdf;8470006881040;INISTON MUCOSIDAD 20 MG/ML SOLUCION ORAL 1 FRASCO 150 ML (SA;2.45;Especialidades;;;JNTL CONSUMER HEALTH SPAIN S.L.;0.00;-    
689660;1;3.76;1;https://www.aemps.gob.es/cima/pdfs/es/p/75862/P_75862.pdf;8470006896600;MUPIROCINA ISDIN 20 MG G POMADA 1 TUBO 15 G;2.61;Especialidades;;;ISDIN;0.00;CRE-M
689662;1;7.51;1;https://www.aemps.gob.es/cima/pdfs/es/p/75862/P_75862.pdf;8470006896624;MUPIROCINA ISDIN 20 MG G POMADA 1 TUBO 30 G;4.95;Especialidades;;;ISDIN;0.00;-    
692193;14;4.65;1;https://www.aemps.gob.es/cima/pdfs/es/p/76192/P_76192.pdf;8470006921937;DOLOSTOP 500 MG 20 COMPRIMIDOS;1.49;Especialidades;;;KERN PHARMA;0.00;     
693820;1;11.30;1;https://www.aemps.gob.es/cima/pdfs/es/p/47342/P_47342.pdf;8470007086697;ANGILEPTOL 30 COMPRIMIDOS PARA CHUPAR (SABOR MENTA);6.15;Especialidades;;;ALFASIGMA ESPAÑA S.L.;0.00;EB0-4
694224;1;8.98;1;https://www.aemps.gob.es/cima/pdfs/es/p/60227/P_60227.pdf;8470006942246;MIRAZUL 1,25 MG ML COLIRIO EN SOLUCION 1 FRASCO 10 ML;5.91;Especialidades;;;LABORATORIO DE APLICACIONES FARMACODINÁMICAS,;0.00;GOT- 
694842;1;11.70;1;https://www.aemps.gob.es/cima/pdfs/es/p/76814/P_76814.pdf;8470006948422;STREPSILS 24 PASTILLAS PARA CHUPAR (SABOR LIMON);5.25;Especialidades;;;RECKITT BENCKISER HEALTHCARE, S.A.;0.00;     
695787;0;3.90;1;https://www.aemps.gob.es/cima/pdfs/es/p/76951/P_76951.pdf;8470006957875;OMEPRAZOL SANDOZ CARE EFG 20 MG 14 CAPSULAS GASTRORRESISTENT;1.25;Especialidades;;;SANDOZ FARMACEUTICA S.A.;0.00;     
697021;0;5.20;1;https://www.aemps.gob.es/cima/pdfs/es/p/72345/P_72345.pdf;8470006970218;GELOCATIL 500 MG 12 SOBRES GRANULADO ORAL;3.43;Especialidades;;;FERRER INTERNACIONAL, S.A.;0.00;     
698277;1;11.32;1;https://www.aemps.gob.es/cima/pdfs/es/p/77616/P_77616.pdf;8470006982778;AERO RED FORTE 240 MG 20 CAPSULAS BLANDAS;7.46;Especialidades;;;URIACH CONSUMER HEALTHCARE S.L;0.00;     
698422;51;5.14;1;https://www.aemps.gob.es/cima/pdfs/es/p/77663/P_77663.pdf;8470006984222;DOLOSTOP 650 MG 20 COMPRIMIDOS;1.65;Especialidades;;;KERN PHARMA;0.00;     
698671;0;11.15;1;https://www.aemps.gob.es/cima/pdfs/es/p/77753/P_77753.pdf;8470006986714;TANTUM VERDE 0,51 MG/PULSACION SOLUCION PARA PULVERIZACION B;3.40;Especialidades;;;ANGELINI PHARMA ESPAÑA S.L.U.;0.00;     
