CN;Stock;PVP_con_IVA;IVA;Prospecto;EAN13;Descripcion;Precio_Coste;Familia;Categoria;Subcategoria;Laboratorio;PVP2;Ubicaciones;ID_WooCommerce;Estado;Fecha_Creacion;Fecha_Modificacion
3282770148114;1;11.9835;21;;;<p><strong>Resultados:</strong></p> <p>• Disminución del picor y signos de inflamación (enrojecimiento, irritación)</p> <p>• Mejora significativa en los signos clínicos después de 3 días de aplicación de dexyane MeD en combinación con corticoides tópicos</p> <p><strong>Modo de empleo:</strong></p> <p>Aplicar directamente sobre las lesiones inflamatorias de los eczemas . Utilizar solo en asociación con los dermocorticoides. 1 a 2 veces al día. Níquel testado.</p>;;;Tratamientos corporales;;;;;876;publish;2024-03-26 10:40:14;2025-03-10 13:49:18
8470001795557;1;12.3554;21;;;ACOFAR GUANTES DE LATEX CON POLVO TALLA S;;;Material de Cura;;;;;872;publish;2024-03-26 10:40:13;2025-03-07 11:32:13
8437000435860;3;13.1818;21;;;<p><strong>Modo de aplicación</strong></p> <p>Limpia y elimina las impurezas y restos de maquillaje. Refresca e hidrata la piel. Protege y equilibra la piel preparándola para la aplicación de otros productos de nuestro ritual de belleza. Especialmente indicado para cara, cuello y escote</p> <p>Impregna un disco desmaquillante reutilizable con la solución micelar.</p> <p>Deslízalo sobre el rostro, cuello y escote para retirar las impurezas y restos de maquillaje.</p> <p>No aclarar.</p>;;;Agua Micelar, MartiDerm;;;;;858;publish;2024-03-26 10:40:10;2025-05-23 11:47:00
8470001792037;0;8.1364;21;;;CASENBIOTIC 5 SOBRES 1,9 G SABOR NEUTRO;;;PROBIÓTICOS;;;;;853;publish;2024-03-26 10:40:08;2025-03-05 21:47:34
3401528534805;9;9.9636;21;;;<p>Expertos en las microbiotas desde 1991, seleccionamos de manera rigurosa las cepas microbióticas presentes en nuestros complementos alimentarios.</p> <p>Un complemento alimentario a base de 4 cepas microbióticas dosificadas a 30 000 millones por sobre orodispersable:</p> <p>Bifidobacterium longum LA101</p> <p>Lactobacillus helveticus LA102</p> <p>Lactococcus lactis LA103</p> <p>Streptococcus thermophilus LA104</p> <p><strong>Consejos de utilización</strong></p> <p>1 sobre orodispersable al día para dejar fundir en la boca. Se utiliza sin agua.</p> <p>Conservación: en un lugar fresco y seco.</p>;;;PROBIÓTICOS;;;;;851;publish;2024-03-26 10:40:07;2025-03-21 13:21:09
8436540335289;36;8.1364;21;;;PHARYSOL SINUS ACCION RAPIDA 15 ML;;;Limpieza nasal;;;;;844;publish;2024-03-26 10:40:05;2025-03-21 12:57:34
5701943010853;1;14.0083;21;;;PERSPIREX STRONG ANTITRANSPIRANTE 1 ROLL ON 20 ML;;;Desodorantes;;;;;840;publish;2024-03-26 10:40:04;2025-03-21 12:56:00
8470000068133;3;5.2885;21;;;<p>Los tampones Tampax Compak Pearl son los mejores tampones Tampax en comodidad, protección y discreción.</p> <p>Están libres de perfumes. Los tampones Tampax Compak Pearl incluyen un suave aplicador de plástico compacto y discreto cuya punta redondeada garantiza una cómoda inserción.</p> <p>El agarre antideslizante con relieve facilita la sujeción y la colocación del tampón. Tampax Compak Pearl con tecnología MotionFit se expande con suavidad para adaptarse a la forma de tu cuerpo. También cuenta con una trenza antifugas para evitar que se produzcan pérdidas.</p> <p>Tampax Compak Pearl cuenta con un llamativo y colorido envoltorio fácil de abrir, que puedes llevar en el bolso y que se abre de manera silenciosa para aportar la mayor discreción. Tampax Compak Pearl Super es la mejor gama de Tampax para los días de flujo menstrual abundante.</p> <p>Los tampones Tampax Pearl Compak están ginecológicamente probados. También han sido sometidos a un análisis independiente de sustancias nocivas por Oeko-Tex.</p>;;;Menstruación;;;;;833;publish;2024-03-26 10:40:03;2025-03-27 11:18:02
8470000068126;5;5.2885;21;;;TAMPAX COMPAK PEARL TAMPON 100%ALGODON 16 UNIDADES REGULAR;;;Menstruación;;;;;836;publish;2024-03-26 10:40:03;2025-03-27 11:17:24
8428749884408;1;16.157;21;;;"<p><strong>Modo de uso</strong></p> <p>Se recomienda 1 óvulo al día (preferiblemente por la noche) tras un cuidadoso lavado con Cumlaude Higiene Íntima CLX, durante 10 días o según consejo del médico.</p> <p><strong>Ingredientes</strong></p> <p>PREBIOTICOS ALFA-GLUCO-OLIGOSACÁRIDOS</p> <p>ÁCIDO LACTICO</p> <p>PROVITAMINA B5</p> <p>TRIACONTANYL PVP</p> <p>TRIGLICÉRIDOS SEMISINTÉTICOS</p> <p>Hydrogenated Cocoglycerides; Propylene Glycol; Alpha-Glucan Oligosaccharide; Panthenyl Triacetate; PEG-7 Glyceryl Cocoate; Triacontanyl PVP; Laureth-9; Lactic Acid; Glycyrrhetinic Acid; Aqua (Water).</p>";;;Óvulos Vaginales;;;;;838;publish;2024-03-26 10:40:03;2025-03-10 13:09:12
8006540458976;1;5.5288;21;;;TAMPAX COMPAK TAMPON 100%ALGODON 20 UNIDADES SUPER;;;Menstruación;;;;;827;publish;2024-03-26 10:40:02;2025-03-27 11:18:16
8470000068157;8;5.2885;21;;;TAMPAX COMPAK PEARL TAMPON 100%ALGODON 16 UNIDADES SUPER PLUS;;;Menstruación;;;;;830;publish;2024-03-26 10:40:02;2025-03-27 11:17:50
4015400804406;1;5.7212;21;;;TAMPAX PEARL TAMPON SUPER PLUS 100%ALGODON 24 UNIDADES;;;Menstruación;;;;;824;publish;2024-03-26 10:40:01;2025-03-27 11:19:31
4015400804376;1;5.7212;21;;;TAMPAX PEARL SUPER 24 UNIDADES;;;Menstruación;;;;;822;publish;2024-03-26 10:40:00;2025-03-27 11:19:15
8427426013148;2;5.0826;21;;;VITIS CINTA DENTAL CON FLUOR Y MENTA  50 M;;;Ortodoncias y Sedas;;;;;817;publish;2024-03-26 10:39:59;2025-03-27 11:52:49
8470001786876;1;19.5455;21;;;FLAVIA NOCTA 30 CAPSULAS;;;Relajantes;;;;;820;publish;2024-03-26 10:39:59;2025-03-14 12:44:01
8437000435839;1;38.9917;21;;;MARTIDERM SKIN COMPLEX ADVANCED  10 AMPOLLAS 2 ml;;;Antiedad, MartiDerm;;;;;811;publish;2024-03-26 10:39:58;2025-05-23 11:47:01
8470001780287;0;21.3636;21;;;OVUSITOL D 14 SOBRES;;;Maternidad, Complementos Maternidad;;;;;806;publish;2024-03-26 10:39:57;2025-03-05 21:47:30
8428076000342;0;15.3365;21;;;<p><strong>CONTRAINDICACIONES</strong></p> <p>Este preservativo está hecho de látex de caucho natural, el cual podría causar reacciones alérgicas, incluyendo un shock anafiláctico, si el usuario es alérgico al látex. ​</p> <p><strong>PRECAUCIONES</strong></p> <p>DEJA DE USARLO: Si sientes molestias o irritación al usar el preservativo. Utiliza el preservativo una sola vez. La reutilización puede aumentar el riesgo de rotura e infecciones. Los preservativos pueden presentar peligro de asfixia. Manténgase fuera del alcance de los niños. Si primero utilizas el preservativo para el sexo oral, debes utilizar un preservativo nuevo para cualquier otro tipo de práctica sexual a continuación. Solo usa lubricantes recomendados para el uso con preservativos. Aquellos de base oleosa (vaselina, aceite de bebé y algunos pesarios) u otros medicamentos tópicos que se apliquen al pene o la vagina pueden dañar los preservativos. Para el sexo anal usa lubricación adicional en el exterior del preservativo (no uses Durex Frescor ni Lovers Connect). </p>;;;Preservativos;;;;;808;publish;2024-03-26 10:39:57;2025-03-05 21:47:30
8437000435761;11;2.3967;21;;;MARTIDERM FLASH 1 AMPOLLA;;;Hidratantes, MartiDerm;;;;;800;publish;2024-03-26 10:39:56;2025-05-23 11:47:01
8470001778833;1;7.2273;21;;;<p>Se recomienda una bolsita al día, preferiblemente después de cenar. Calienta agua sin que llegue a hervir y sumerge la bolsita durante 3 o 5 minutos.</p>;;;INFUSIONES;;;;;795;publish;2024-03-26 10:39:55;2025-03-17 18:42:19
3574660259209;1;7.7273;21;;;COMPEED JUANETES HIDROCOLOIDE 5 UNIDADES;;;Juanetes;;;;;788;publish;2024-03-26 10:39:54;2025-03-10 12:22:15
8032472008354;1;12.6818;21;;;<p>NeoFitoroid bioPomada es un producto a base de complejos moleculares vegetales que realiza una acción lenitiva, protegiendo la mucosa anorrectal, útil para contrarrestar las molestias (dolor, escozor y prurito), la irritación y la inflamación presentes en caso de hemorroides.</p> <p>Para una aplicación externa, extender y realizar un masaje delicado en la zona anal y perianal. Para una aplicación interna, utilizar la oportuna cánula endorrectal que se enrosca al tubo. Aplicar una cantidad de pomada suficiente para cubrir la parte afectada.</p> <p>Utilizar el producto tras la evacuación y después de un lavado meticuloso y delicado de la zona anal y perianal. Para obtener un efecto preventivo de la irritación debida a rozamiento, el tratamiento puede efectuarse antes de la evacuación, sin olvidarse de volver a aplicar después el producto.</p> <p>Después de su uso, desenroscar la cánula, limpiarla detenidamente con agua caliente y jabón, y tapar el tubo de la pomada. Puede repetirse la aplicación varias veces al día, incluso al cabo de poco tiempo y durante períodos prolongados.</p>;;;ZONA ÍNTIMA;;;;;791;publish;2024-03-26 10:39:54;2025-03-07 10:35:02
8470001778826;1;3.1818;21;;;MANASUL TE 10 BOLSITAS 1,5 G;;;INFUSIONES;;;;;793;publish;2024-03-26 10:39:54;2025-03-17 18:42:06
8427426041363;1;6.5702;21;;;<p>Efectuar enjuagues bucales 2 veces al día durante 30 segundos con 15ml, tras el cepillado. Es aconsejable no enjugarse con agua ni ingerir alimentos inmediatamente después de usar Perio Aid, dado que puede potenciar su sabor amargo.</p>;;;Colutorios;;;;;785;publish;2024-03-26 10:39:53;2025-03-21 12:54:32
8470001771742;1;9.876;21;;;<p><strong>Modo empleo</strong></p> <p>Cloretilo Chemirosa es para uso cutáneo exclusivamente externo sobre la piel intacta.</p> <p>Para su aplicación coger el frasco con una mano, presionar el pulsador con un dedo y pulverizar la zona que se desea anestesiar, manteniendo el frasco a unos 15 cm de distancia. Realizar varias pulverizaciones de 3-5 segundos hasta conseguir el efecto deseado, que se manifiesta por el aspecto blanco y endurecido de la piel.</p>;;;Antisépticos, Material de Cura;;;;;778;publish;2024-03-26 10:39:52;2025-03-10 11:35:13
8470001772565;6;3.5909;21;;;ACOFAR CLORHEXIDINA 2% 1 SPRAY 25 ML;;;Antisépticos;;;;;780;publish;2024-03-26 10:39:52;2025-03-07 11:27:41
5054563100757;0;7.0248;21;;;SENSODYNE REPAIR PROTECT FRESH MINT 75 ML;;;Pastas de Dientes;;;;;772;publish;2024-03-26 10:39:50;2025-03-05 21:47:26
3401560504477;1;11.7727;21;;;<p>Consejos de utilización</p> <p>1 cápsula al día, a tomar con un gran vaso de agua, antes de una comida.</p>;;;PROBIÓTICOS;;;;;774;publish;2024-03-26 10:39:50;2025-03-21 13:19:58
8058090000952;0;0.6612;21;;;JERINGA C A SEPARABLE PIC 100 UNIDADES 1 ML G25 0,5 X 16 MM;;;BOTIQUÍN;;;;;767;publish;2024-03-26 10:39:49;2025-03-05 21:47:26
8470001769183;3;49.5455;21;;;"<p><strong>FUNCIÓN</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;""><span style=""font-size:10pt;font-family:Verdana;"">Crema contorno de ojos que reduce las bolsas, aclara el color de las ojeras y restaura la elasticidad de la piel.</span></p> <p><strong>MODO DE EMPLEO</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;""><span style=""font-size:10pt;font-family:Verdana;"">Aplicar diariamente el producto extendiéndolo suavemente y con ligeros toques de las yemas de los dedos sobre las bolsas y ojeras hasta su completa absorción.</span></p> <p><strong>PRECAUCIONES Y ADVERTENCIAS</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;""><span style=""font-size:10pt;font-family:Verdana;"">Uso externo, evitar el contacto con ojos y mucosas.<br />Mantener el producto fuera del alcance de los niños.</span></p> <p style=""margin-bottom:6pt;margin-top:0pt;""><span style=""font-size:10pt;font-family:Verdana;""></span><strong>COMPOSICIÓN</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;"">Aqua (Water), Glycerin, Isohexadecane, Isopropyl Myristate, PPG-15 Stearyl Ether, PEG-30 Dipolyhydroxystearate, Phytonadione Epoxide, Magnesium Sulfate, Phenoxyethanol, Cera Microcristallina (Microcrystalline Wax), Parfum (Fragrance), CI 77891 (Titanium Dioxide), Sodium Dextran Sulfate, Acrylates/C12-22 Alkyl Methacrylate Copolymer, Steareth-20, Hesperidin Methyl Chalcone, Disodium EDTA, Hydrolyzed Hyaluronic Acid, Ethylhexylglycerin, PEG-8, Pentylene Glycol, Tocopherol, Chlorhexidine Digluconate, N-Hydroxysuccinimide, Potassium Sorbate, BHT, Dipeptide-2, Ascorbyl Palmitate, Palmitoyl Tetrapeptide-7, Citric Acid, Ascorbic Acid, Chrysin, Palmitoyl Tripeptide-1, Sodium Citrate, Biotin.  </p>";;;Contorno de Ojos, Isdin;;;;;769;publish;2024-03-26 10:39:49;2025-05-23 11:43:16
8470001766212;1;20.2479;21;;;<p>Desenroscar el tapón de cierre, sentarse o tumbarse en una posición cómoda e introducir suavemente el cuello del aplicador en la vagina sin provocar molestias.</p> <p>Apretar suavemente el aplicador para que salga el contenido.</p> <p>Retirar el tubo, sin dejar de apretarlo, y desecharlo.</p>;;;Higiene íntima, Irritación y Sequedad;;;;;761;publish;2024-03-26 10:39:48;2025-03-14 12:56:23
8058090010227;2;8.2231;21;;;TERMOMETRO DIGITAL PIC VEDOCLEAR 1 UNIDAD;;;Termómetros;;;;;763;publish;2024-03-26 10:39:48;2025-03-27 11:23:24
8470001765475;1;16.3182;21;;;REDOXON VIT C 30 COMPRIMIDOS EFERVESCENTES SABOR NARANJA;;;Multivitamínicos;;;;;757;publish;2024-03-26 10:39:47;2025-03-26 15:38:25
4052199236346;0;4.1818;21;;;<p>Fácil aplicación, adecuadas para uso en entornos no médicos y por personas sin experiencia médica.</p> <p>Promueven una cicatrización rápida y discreta al confundirse con la piel.</p> <p>Eliminan la necesidad de suturas o grapas, proporcionando una experiencia más cómoda para el paciente.</p> <p>Son versátiles y pueden utilizarse en una amplia gama de heridas cutáneas, incluyendo cortes y heridas menores.</p> <p>Pueden aplicarse individualmente o en forma cruzada para heridas en articulaciones o áreas flexibles.</p>;;;Tiritas y Apósitos, Material de Cura;;;;;752;publish;2024-03-26 10:39:46;2025-03-05 21:47:25
8437000435716;0;15.9091;21;;;MARTIDERM ACNIOVER CREMIGEL ACTIVO  40 ML;;;Antiacné, MartiDerm;;;;;755;publish;2024-03-26 10:39:46;2025-05-23 11:47:01
8470001758712;1;13.1818;21;;;<p><strong>Modo de empleo:</strong></p> <p>Aplicación vaginal de 2,5 gramos 2 veces por semana. Puede utilizarse diariamente en caso de necesidad.</p> <p>Puede aplicarse en la zona vulvoperineal en caso de sequedad vulvar.</p>;;;Irritación y Sequedad;;;;;746;publish;2024-03-26 10:39:45;2025-03-18 13:35:26
8470001749840;1;7.6446;21;;;SENSILACER SENSIBILIDAD DENTAL GEL DENTIFRICO 125 ML;;;Pastas de Dientes;;;;;742;publish;2024-03-26 10:39:44;2025-03-26 16:18:42
3282779417051;0;12.3554;21;;;<p>MODO DE APLICACIÓN</p> <p></p> <p>Despegar las bandas suavemente y aplicar sobre la pierna en el sentido del crecimiento del vello. Efectuar un masaje sobre la banda para una buena adherencia. Retirar la banda en el sentido contrario al crecimiento del vello</p>;;;Depilación;;;;;738;publish;2024-03-26 10:39:43;2025-03-05 21:47:25
8470001749826;1;8.6777;21;;;SENSILACER SENSIBILIDAD DENTAL GEL BIOADHESIVO 50 ML;;;Pastas de Dientes;;;;;740;publish;2024-03-26 10:39:43;2025-03-26 16:18:24
8470001741899;0;11.7727;21;;;AQUORAL MULTIDOSIS GOTAS OFTALMICAS LUBRICANTES ESTERILES;;;Gotas oculares;;;;;732;publish;2024-03-26 10:39:42;2025-03-05 21:47:24
8436017722123;1;19.7273;21;;;<p>tomar 1 cápsulas al día por la mañana.</p>;;;Memoria y Estudio;;;;;734;publish;2024-03-26 10:39:42;2025-03-10 13:14:13
8470000150081;2;3.7981;21;;;EVAX COTTON LIKE COMPRESAS HIGIENICAS FEMENINAS SUPER CON ALAS 12 UNIDADES;;;Menstruación;;;;;736;publish;2024-03-26 10:39:42;2025-03-13 12:02:41
8001090134226;7;2.1488;21;;;DODOT AZUL TOALLITAS HUMEDAS PARA BEBES 64 UNIDADES;;;Toallitas infantiles;;;;;729;publish;2024-03-26 10:39:41;2025-03-10 13:32:39
8410108006682;2;3.7981;21;;;EVAX COMPRESAS HIGIENICAS FEMENINAS FINA Y SEGURA NORMAL 16 UNIDADES;;;Menstruación;;;;;722;publish;2024-03-26 10:39:40;2025-03-11 13:23:36
8426680993388;2;7.3967;21;;;PRIM ESENCIAS PARA HUMIDIFICADOR EUCALIPTO 15 ML;;;Aceites Esenciales;;;;;724;publish;2024-03-26 10:39:40;2025-03-24 16:42:41
8470000908781;2;3.7981;21;;;EVAX COTTON LIKE COMPRESAS HIGIENICAS FEMENINAS NORMAL CON ALAS 16 UNIDADE;;;Menstruación;;;;;717;publish;2024-03-26 10:39:39;2025-03-11 13:23:59
8470001731029;4;1.1983;21;;;ACOFAR ENVASE DE RECOGIDA DE ORINA 1 UNIDAD;;;Test y Análisis;;;;;708;publish;2024-03-26 10:39:37;2025-03-07 11:28:23
8410108133326;1;5.2885;21;;;<p>Retirar el plástico que protege el adhesivo.</p> <p>Colocar el protegeslips encima de las braguitas.</p> <p>Cambiar el protegeslips cuando sea necesario.</p> <p>No desechar en el WC.</p> <p></p>;;;Menstruación;;;;;710;publish;2024-03-26 10:39:37;2025-03-11 13:24:42
4008233143255;1;15;21;;;KNEIPP VALERIANA FORTE 30 GRAGEAS;;;Relajantes;;;;;706;publish;2024-03-26 10:39:36;2025-03-16 13:57:44
8470001730503;1;21.5;21;;;<p>HYLO-DUAL presenta una adición de ácido hialurónico (hialuronato de sodio) y ectoína.</p> <p>Ectoína hace un gran trabajo en la estabilización de la capa lipídica de la película lagrimal. Esto asegura una superficie óptica lisa para la córnea, evita que el ojo se seque y evita la evaporación excesiva de las lágrimas. La ectoína también tiene un efecto calmante y antiinflamatorio.</p> <p>El hialuronato de sodio está presente de forma natural en el cuerpo humano como lubricante con propiedades curativas. Ayuda a hidratar los ojos y aumenta la comodidad al usar lentillas.</p> <p>Aplique una gota en cada ojo, 3 veces al día, y notará que las gotas le proporcionarán un rápido alivio de la irritación. Por supuesto, en caso de que usted sufra de problemas graves o alergias, consulte a su oftalmólogo o médico y siga sus instrucciones.</p>;;;Gotas oculares;;;;;702;publish;2024-03-26 10:39:35;2025-03-14 15:41:17
8430442000191;1;4.0909;21;;;MUSSVITAL QUITAESMALTE  100 ML;;;Esmalte de uñas;;;;;698;publish;2024-03-26 10:39:34;2025-03-21 12:47:06
8410104099510;3;28.0579;21;;;Fullmarks Antipiojos Y Liendres Champu + Locion Pediculicida;;;Piojos;;;;;700;publish;2024-03-26 10:39:34;2025-03-14 12:50:37
8032472006664;1;15.9091;21;;;<p><strong>MODO DE EMPLEO</strong></p> <p>NeoBianacid está recomendado para el tratamiento de problemas provocados por la acidez, como acidez de estómago , dolor , reflujo gastroesofágico y gastritis.</p> <p>También se recomienda para el tratamiento de los síntomas asociados a la dispepsia (indigestión), como acidez de estómago, hinchazón y meteorismo.</p> <p>NeoBianacid puede resultar beneficioso como medida preventiva en situaciones que pueden provocar irritación de las mucosas (toma de antiinflamatorios/analgésicos no esteroideos, períodos de estrés físico y psicológico, cambios estacionales y estilos de vida poco saludables).</p> <p>El producto es incluso apto para su uso durante el embarazo y la lactancia , y para niños mayores de 6 años .</p> <p>NeoBianacid está elaborado con ingredientes de agradable sabor y sin gluten procedentes de agricultura ecológica.</p>;;;Digestión;;;;;691;publish;2024-03-26 10:39:33;2025-03-07 10:34:16
4005800005664;1;8.1364;21;;;"<p><strong>ACCIÓN Y DESCRIPCIÓN</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;"">Ayuda a aliviar el dolor provocado por la presión y la fricción. Protege de forma segura contra la suciedad y las bacterias. Prácticamente invisible. Impermeable y resistente en la ducha. Curación más rápida con la tecnología hidrocoloide. Permanace en su sitio durante varios días.</p> <p><strong>MODO DE EMPLEO</strong></p> <p>Limpiar y secar cuidadosamente el area afectada antes de colocar el apósito. Centrar el apósito sobre la parte lesionada de la piel. Presionar suavemente sobre los bordes y alisar sin arrugarlo. Cambiar el apósito solo cuando éste se caiga por si mismo. Puede ducharse o bañarse con el apósito.</p> <div></div>";;;Ampollas;;;;;694;publish;2024-03-26 10:39:33;2025-03-14 13:17:24
8470001728951;1;2.6818;21;;;ACOFAR GEL HIDROALCOHOLICO ANTISEPTICO 100 ML;;;Antisépticos;;;;;696;publish;2024-03-26 10:39:33;2025-03-07 11:31:35
8032472012658;1;8.6364;21;;;<p><strong>MODO DE EMPLEO</strong></p> <p>NeoBianacid está recomendado para el tratamiento de problemas provocados por la acidez, como acidez de estómago, dolor, reflujo gastroesofágico y gastritis.</p> <p>También se recomienda para el tratamiento de los síntomas asociados a la dispepsia (indigestión), como acidez de estómago, hinchazón y meteorismo.</p> <p>NeoBianacid puede resultar beneficioso como medida preventiva en situaciones que puedan provocar irritación de las mucosas (toma de antiinflamatorios/analgésicos no esteroides, períodos de estrés físico y psicológico, cambios estacionales y estilos de vida poco saludables).</p> <p>El producto también es adecuado para su uso durante el embarazo y la lactancia , y en niños mayores de 6 años .</p> <p>NeoBianacid está elaborado con ingredientes de agradable sabor y sin gluten procedentes de agricultura ecológica.</p>;;;Digestión;;;;;688;publish;2024-03-26 10:39:32;2025-03-07 10:33:56
8470001720016;0;6.5702;21;;;HALIBUT POMADA CUIDADO DEL PEZON 24 G;;;CUIDADO DE LA MADRE;;;;;676;publish;2024-03-26 10:39:30;2025-03-05 21:47:19
7350075020308;1;29.7596;21;;;INTIMINA COMPACT COPA MENSTRUAL 1 UNIDAD TALLA A;;;Menstruación;;;;;671;publish;2024-03-26 10:39:29;2025-03-14 18:28:05
7350075020339;1;29.7596;21;;;INTIMINA COMPACT COPA MENSTRUAL  1 UNIDAD TALLA B;;;Menstruación;;;;;674;publish;2024-03-26 10:39:29;2025-03-14 18:27:52
8437000435594;2;44.2562;21;;;MARTIDERM NIGHT RENEW 30 AMPOLLAS de 2 ML;;;Antiedad, MartiDerm;;;;;662;publish;2024-03-26 10:39:27;2025-05-23 11:47:02
8470001716835;1;24.1818;21;;;<p>Tomar un comprimido efervescente al día.</p>;;;Multivitamínicos;;;;;665;publish;2024-03-26 10:39:27;2025-03-07 16:55:59
8437000435587;1;18.595;21;;;MARTIDERM NIGHT RENEW 10 AMPOLLAS de 2 ML;;;Antiedad, MartiDerm;;;;;659;publish;2024-03-26 10:39:26;2025-05-23 11:47:02
8430992108224;1;16.3182;21;;;LUBRISTIL SOLUCION OFTALMICA  30 MONODOSIS 0,3 ML;;;Gotas oculares;;;;;655;publish;2024-03-26 10:39:24;2025-03-17 18:41:29
5060361081891;1;15.4091;21;;;XAILIN NIGHT MULTIDOSIS UNGUENTO OFTALMICO LUBRICANTE 5g;;;Gotas oculares;;;;;650;publish;2024-03-26 10:39:23;2025-03-27 12:00:00
8470001711847;1;15.9091;21;;;NEURALEX 60 CAPSULAS DE GELATINA BLANDA;;;Multivitamínicos;;;;;646;publish;2024-03-26 10:39:22;2025-03-20 13:22:44
3337871320300;0;10.9091;21;;;<p><strong>COMPOSICIÓN</strong></p> <p>AQUA / WATER • ALUMINUM CHLOROHYDRATE • DIMETHICONE • C14-22 ALCOHOLS • STEARETH-100/PEG-136/HDI COPOLYMER • PERLITE • TETRASODIUM GLUTAMATE DIACETATE • C12-20 ALKYL GLUCOSIDE • PENTYLENE GLYCOL • PARFUM / FRAGRANCE</p>;;;Desodorantes;;;;;641;publish;2024-03-26 10:39:21;2025-03-05 21:47:15
3337871310592;1;13.1818;21;;;<p><strong>Eficacia:</strong></p> <p>Los activos anti-transpirantes que contiene este aerosol proporcionan un frescor intenso inmediato y una seguridad durante 48h.</p> <p><strong>Tolerancia:</strong></p> <p>Fórmula hipoalergénica, sin alcohol y sin parabenes.</p> <p><strong>Modo de Aplicación:</strong></p> <p>Aplicar diariamente en las axilas limpias y secas.</p>;;;Desodorantes;;;;;638;publish;2024-03-26 10:39:20;2025-03-27 11:43:17
8470001702760;1;17.2273;21;;;<p>Está indicado para mejorar la digestión de productos con lactosa en aquellas personas que presenten problemas para digerir productos lácteos. </p>;;;Digestión;;;;;632;publish;2024-03-26 10:39:19;2025-03-26 16:11:49
8058664003471;1;52.7273;21;;;SACALECHES TETINA SILICONA CHICCO NATURAL FEELING MANUAL 0M+;;;DISPOSITIVOS PARA BEBÉS;;;;;628;publish;2024-03-26 10:39:18;2025-03-26 16:09:50
8470001702029;1;12.2727;21;;;"<p><strong>ACCIÓN Y DESCRIPCIÓN</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;"">Complemento alimenticio con lactasa que mejora la digestion de la lactosa</p> <p><strong>CONSERVACIÓN Y CADUCIDAD</strong></p> <p><span style=""font-size:10pt;font-family:Verdana;"">Conservar en lugar fresco y seco. No conservar a temperatura superior a 25ºC.</span></p> <p><strong>MODO DE EMPLEO</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;"">La tolerancia a la lactosa varía de una persona a otra. La dosis debe ser ajustada en función de la cantidad de lactosa consumida y del grado de tolerancia. Se recomienda comenzar con un comprimido e ir aumentando la dosis si fuera necesario. No sobrepasar 12 comprimidos al día.</p> <p style=""margin-bottom:6pt;margin-top:0pt;"">Consumir con cada producto que contenga lactosa, con el primer bocado. Repetir la administración si en 30-45 minutos se siguen consumiendo lácteos.</p> <p><strong>PRECAUCIONES Y ADVERTENCIAS</strong></p> <p>Los complementos alimenticios no deben utilizarse como sustituto de una dieta equilibrada, variada y un modo de vida sano.<br />No superar la dosis diaria recomendada.<br />Las mujeres embarazadas deben consultar con su médico antes de consumir un complemento alimenticio.<br />Mantener fuera del alcance de los niños.</p> <div></div>";;;Digestión;;;;;630;publish;2024-03-26 10:39:18;2025-03-20 13:47:49
8470001700681;1;3.843;21;;;BETER ESPONJA MAQUILLAJE CON FUNDA LATEX;;;Material de Maquillaje;;;;;626;publish;2024-03-26 10:39:17;2025-03-10 09:58:23
4005800431289;5;4.0909;21;;;"<p><strong>ACCIÓN Y DESCRIPCIÓN</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;"">Protege las heridas, medianas y grandes, diarias como cortes y rasguños. Apto para después de pequeñas operaciones. Resistentes al agua. Ideal para ducharse, bañarse.</p> <p style=""margin-bottom:6pt;margin-top:0pt;"">Marcado CE. Clase I, estéril.</p> <p><strong>MODO DE EMPLEO</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;"">Limpiar la herida y secar suavemente la piel. Aplicar sin estirar.</p> <div></div>";;;Tiritas y Apósitos;;;;;622;publish;2024-03-26 10:39:16;2025-03-14 13:19:43
4005800183690;16;4.1818;21;;;<p><strong>ACCIÓN Y DESCRIPCIÓN</strong></p> <p>Protección y cobertura de pequeñas heridas diarias como rasguños, cortes y rozaduras.</p> <p>Soporte: tejido de viscose (CV) y polyamide (PA)</p> <p>Adhesivo: caucho sintético</p> <p>Gasa central: non woven de polypropylene  (PP)</p> <p>Clase I.</p> <p><strong>MODO DE EMPLEO</strong></p> <p>Limpiar la herida y secar cuidadosamente la piel.<br />Aplicar sin estirar.</p> <div></div>;;;Tiritas y Apósitos;;;;;624;publish;2024-03-26 10:39:16;2025-03-14 13:22:55
8470001698841;0;18.1364;21;;;OPTAVA FUSION ESTERIL 10 ML;;;Gotas oculares;;;;;619;publish;2024-03-26 10:39:15;2025-03-05 21:47:14
